Product,Quantity,UnitPrice,PaymentMethod,OrderStatus,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Year,Month,DayOfWeek,IsWeekend,FraudScore_Proxy,FraudFlag
Chair,3,501.82,Gift Card,Cancelled,4,FREESHIP,Email,1505.46,2025,3,5,1,2,0
Printer,2,552.83,Credit Card,Cancelled,3,,Referral,1105.66,2024,6,0,0,2,0
Chair,3,498.66,Cash,Cancelled,6,,Email,1495.98,2025,2,6,1,2,0
Phone,4,695.1,Debit Card,Returned,8,,Email,2780.4,2024,8,4,0,4,1
Chair,1,381.61,Debit Card,Pending,5,,Email,381.61,2023,4,0,0,1,0
Desk,5,507.94,Online,Cancelled,9,,Facebook,2539.7,2023,2,3,0,7,1
Desk,3,571.53,Debit Card,Delivered,6,FREESHIP,Facebook,1714.59,2025,5,0,0,0,0
Monitor,5,421.44,Cash,Pending,5,SAVE10,Instagram,2107.2,2024,10,3,0,1,0
Chair,2,588.3,Online,Pending,2,FREESHIP,Email,1176.6,2025,1,3,0,1,0
Phone,1,355.15,Cash,Returned,2,SAVE10,Email,355.15,2024,6,1,0,1,0
Chair,2,695.29,Credit Card,Pending,6,FREESHIP,Instagram,1390.58,2024,7,3,0,0,0
Desk,4,302.65,Credit Card,Cancelled,8,SAVE10,Referral,1210.6,2023,2,0,0,1,0
Chair,2,608.04,Cash,Cancelled,4,,Google,1216.08,2023,1,6,1,2,0
Tablet,2,344.18,Credit Card,Shipped,7,,Referral,688.36,2023,11,3,0,1,0
Monitor,4,696.71,Debit Card,Shipped,4,,Instagram,2786.84,2024,12,0,0,3,0
Monitor,3,198.63,Cash,Pending,8,SAVE10,Instagram,595.89,2025,6,2,0,0,0
Printer,4,534.57,Credit Card,Delivered,6,FREESHIP,Facebook,2138.28,2023,8,6,1,0,0
Laptop,4,690.78,Credit Card,Shipped,9,,Referral,2763.12,2023,7,2,0,4,1
Monitor,3,301.55,Debit Card,Delivered,5,FREESHIP,Google,904.6500000000001,2024,5,2,0,0,0
Monitor,4,27.42,Debit Card,Pending,4,SAVE10,Referral,109.68,2023,4,3,0,0,0
Desk,4,466.7,Debit Card,Returned,8,,Instagram,1866.8,2024,2,4,0,2,0
Desk,1,541.64,Debit Card,Shipped,5,SAVE10,Email,541.64,2024,9,2,0,0,0
Phone,1,11.39,Cash,Cancelled,6,WINTER15,Email,11.39,2023,10,0,0,1,0
Phone,2,224.37,Debit Card,Delivered,3,WINTER15,Referral,448.74,2025,3,1,0,0,0
Laptop,3,306.29,Credit Card,Returned,7,WINTER15,Instagram,918.8700000000001,2024,6,1,0,1,0
Tablet,5,315.57,Debit Card,Delivered,6,WINTER15,Email,1577.85,2024,1,0,0,1,0
Chair,3,223.79,Debit Card,Pending,3,,Google,671.37,2023,7,4,0,1,0
Chair,3,324.47,Cash,Delivered,4,WINTER15,Email,973.4100000000001,2023,7,0,0,0,0
Printer,2,92.87,Credit Card,Pending,5,FREESHIP,Facebook,185.74,2023,10,1,0,0,0
Laptop,2,331.42,Credit Card,Delivered,6,WINTER15,Google,662.84,2023,4,5,1,0,0
Chair,1,525.43,Cash,Cancelled,2,SAVE10,Instagram,525.43,2024,12,0,0,1,0
Printer,2,697.19,Cash,Returned,7,FREESHIP,Email,1394.38,2023,8,3,0,1,0
Phone,4,518.4,Credit Card,Delivered,7,SAVE10,Facebook,2073.6,2023,8,0,0,0,0
Desk,3,131.96,Credit Card,Pending,8,,Instagram,395.88,2025,2,1,0,1,0
Monitor,1,208.36,Online,Shipped,4,FREESHIP,Email,208.36,2024,10,4,0,1,0
Printer,3,222.34,Credit Card,Returned,5,WINTER15,Email,667.02,2023,11,0,0,1,0
Printer,3,91.74,Debit Card,Returned,8,FREESHIP,Referral,275.22,2024,9,1,0,1,0
Tablet,2,213.83,Debit Card,Cancelled,2,WINTER15,Email,427.66,2023,8,6,1,1,0
Printer,1,127.55,Cash,Shipped,3,SAVE10,Referral,127.55,2023,4,3,0,0,0
Monitor,1,70.24,Credit Card,Cancelled,4,FREESHIP,Google,70.24,2024,9,6,1,1,0
Laptop,5,518.55,Credit Card,Cancelled,6,WINTER15,Instagram,2592.75,2023,1,6,1,4,1
Chair,4,298.36,Debit Card,Pending,8,FREESHIP,Google,1193.44,2023,10,1,0,0,0
Desk,3,158.74,Online,Pending,7,FREESHIP,Instagram,476.22,2023,7,3,0,1,0
Chair,2,420.29,Gift Card,Returned,3,SAVE10,Google,840.58,2025,6,5,1,2,0
Desk,1,281.52,Gift Card,Shipped,6,WINTER15,Referral,281.52,2023,4,2,0,1,0
Laptop,1,204.08,Gift Card,Returned,4,,Google,204.08,2023,9,2,0,3,0
Chair,1,343.31,Gift Card,Returned,6,SAVE10,Google,343.31,2024,7,0,0,2,0
Monitor,1,163.32,Cash,Shipped,6,WINTER15,Facebook,163.32,2023,11,5,1,0,0
Desk,2,184.6,Gift Card,Delivered,7,WINTER15,Email,369.2,2024,3,2,0,1,0
Printer,2,371.29,Gift Card,Shipped,5,WINTER15,Facebook,742.58,2023,10,5,1,1,0
Tablet,5,389.22,Cash,Cancelled,7,,Referral,1946.1,2024,8,5,1,3,0
Desk,3,616.39,Credit Card,Shipped,6,FREESHIP,Instagram,1849.17,2025,6,6,1,0,0
Desk,4,376.43,Gift Card,Pending,5,WINTER15,Instagram,1505.72,2025,2,0,0,1,0
Chair,3,432.85,Online,Pending,4,,Instagram,1298.55,2024,2,2,0,2,0
Tablet,1,687.89,Cash,Returned,1,FREESHIP,Email,687.89,2025,6,0,0,1,0
Printer,3,189.44,Cash,Pending,4,FREESHIP,Email,568.3199999999999,2023,11,6,1,0,0
Desk,1,107.04,Credit Card,Cancelled,6,FREESHIP,Google,107.04,2024,6,3,0,1,0
Monitor,2,662.53,Online,Cancelled,5,,Facebook,1325.06,2024,3,0,0,3,0
Tablet,2,436.84,Online,Delivered,2,FREESHIP,Instagram,873.68,2023,7,3,0,1,0
Chair,4,262.52,Debit Card,Cancelled,4,WINTER15,Instagram,1050.08,2024,8,3,0,1,0
Tablet,4,560.58,Gift Card,Returned,6,SAVE10,Referral,2242.32,2023,6,6,1,2,0
